"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"kth",2018,382,"10.1109/tii.2017.2788428",FALSE,"Institute of Electrical & Electronics Engineers (IEEE)","IEEE Transactions on Industrial Informatics","1551-3203","1551-3203","1941-0050",NA,NA,TRUE,NA,NA,NA,NA,FALSE
"kth",2018,938,"10.1002/2017wr021187",FALSE,"American Geophysical Union (AGU)","Water Resources Research","0043-1397",NA,NA,NA,"http://onlinelibrary.wiley.com/termsAndConditions#vor",TRUE,NA,NA,NA,NA,FALSE
"kth",2018,3037,"10.1002/adts.201800149",TRUE,"Wiley-Blackwell","Advanced Theory and Simulations","2513-0390",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE
"kth",2018,2917,"10.1002/biot.201800036",TRUE,"Wiley-Blackwell","Biotechnology Journal","1860-6768",NA,NA,NA,"http://creativecommons.org/licenses/by/4.0/",TRUE,"29957873",NA,NA,NA,FALSE
"kth",2018,3356,"10.1002/cnm.3159",TRUE,"Wiley-Blackwell","International Journal for Numerical Methods in Biomedical Engineering","2040-7939",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"30242981","PMC6587943",NA,NA,FALSE
"kth",2018,2475,"10.1002/cssc.201702026",TRUE,"Wiley-Blackwell","ChemSusChem","1864-5631",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"29388739","PMC5873251",NA,NA,FALSE
"kth",2018,3372,"10.1002/ijc.32037",TRUE,"Wiley-Blackwell","International Journal of Cancer","0020-7136","0020-7136","1097-0215",NA,"http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"30515752","PMC6519213",NA,NA,FALSE
"kth",2018,2143,"10.1002/jbm.b.34084",TRUE,"Wiley-Blackwell","Journal of Biomedical Materials Research Part B: Applied Biomaterials","1552-4973",NA,NA,NA,"http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"29424962","PMC6175212",NA,NA,FALSE
"kth",2018,2225,"10.1002/jbm.b.34182",TRUE,"Wiley-Blackwell","Journal of Biomedical Materials Research Part B: Applied Biomaterials","1552-4973",NA,NA,NA,"http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"30102828","PMC6586049",NA,NA,FALSE
"kth",2018,3267,"10.1002/jctb.5911",TRUE,"Wiley-Blackwell","Journal of Chemical Technology & Biotechnology","0268-2575","0268-2575","1097-4660",NA,"http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"kth",2018,3153,"10.1002/maco.201810248",TRUE,"Wiley-Blackwell","Materials and Corrosion","0947-5117",NA,NA,NA,"http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE
"kth",2018,466,"10.1002/mas.21488",FALSE,"Wiley-Blackwell","Mass Spectrometry Reviews","0277-7037",NA,NA,NA,"http://onlinelibrary.wiley.com/termsAndConditions#vor",TRUE,"26799864",NA,NA,NA,FALSE
