institution;period;sek;doi;is_hybrid;publisher;journal_full_title;issn;issn_print;issn_electronic;url
KI;2024;17506,04;10.38207/JCMPHR/2024/APR05070353;TRUE;;;;;;
KI;2024;6775,86;10.21873/anticanres.16929;FALSE;;;;;;
KI;2024;27285,12;10.1097/HC9.0000000000000374;FALSE;;;;;;
KI;2024;51203,5;10.1001/jamapsychiatry.2024.0047;TRUE;;;;;;
KI;2024;26066,25;10.1097/PR9.0000000000001148;FALSE;;;;;;
KI;2024;38708,44;10.1097/AJP.0000000000001200;TRUE;;;;;;
KI;2024;41779,84;10.1161/ATVBAHA.123.320300;TRUE;;;;;;
KI;2024;31742,62;10.1097/BPO.0000000000002674;TRUE;;;;;;
KI;2024;26706,15;10.1158/2767-9764.CRC-23-0405;FALSE;;;;;;
KI;2024;48479,98;10.1097/j.pain.0000000000003245;TRUE;;;;;;
KI;2024;20035,86;10.2217/nnm-2024-0064;TRUE;;;;;;
KI;2024;30636,6;10.1037/pag0000807;TRUE;;;;;;
KI;2024;26134,5;10.1124/dmd.123.001302;TRUE;;;;;;
KI;2024;26205,5;10.4049/jimmunol.2300419;TRUE;;;;;;
KI;2024;31382,4;10.4049/jimmunol.2300151;TRUE;;;;;;
KI;2024;29595,62;10.2147/PPA.S440689;FALSE;;;;;;
KI;2024;27578,81;10.2147/AMEP.S439968;FALSE;;;;;;
KI;2024;41749,89;10.1111/ejh.14204;TRUE;;;;;;
KI;2024;47341,78;10.1093/infdis/jiae036;TRUE;;;;;;
KI;2024;38359,88;10.18103/mra.v12i2.4981;FALSE;;;;;;
KI;2024;44018,21;10.1186/s12933-023-02093-y;FALSE;;;;;;
KI;2024;44213,59;10.1038/s41417-024-00749-9;TRUE;;;;;;
KI;2024;26012,31;10.1186/S12889-024-17705-9;FALSE;;;;;;
KI;2024;9331,19;10.1016/j.ensci.2024.100497;FALSE;;;;;;
KI;2024;33634,17;10.3389/fneur.2023.1274194;FALSE;;;;;;
KI;2024;28154,5;10.29011/2575-9760.001991;FALSE;;;;;;
KI;2024;39455,57;10.18632/aging.205552;FALSE;;;;;;
KI;2024;28552,35;10.1016/j.jbc.2023.105622;FALSE;;;;;;
KI;2024;8170,89;10.1016/j.jaccas.2024.102312;FALSE;;;;;;
KI;2024;31138,73;10.1182/bloodadvances.2024012706;FALSE;;;;;;
KI;2024;28868,55;10.3390/children11010101;FALSE;;;;;;
KI;2024;13505,84;10.3390/educsci14010114;FALSE;;;;;;
KI;2024;25774,68;10.3390/healthcare12040497;FALSE;;;;;;
KI;2024;32218,32;10.3390/microorganisms12030443;FALSE;;;;;;
KI;2024;34604,8;10.3390/ijms25042414;FALSE;;;;;;
KI;2024;26072,38;10.3390/microorganisms12020395;FALSE;;;;;;
KI;2024;29343,75;10.3390/ijerph21030305;FALSE;;;;;;
KI;2024;29641,48;10.3390/ijerph21040388;FALSE;;;;;;
KI;2024;40524,51;10.3791/66234;TRUE;;;;;;
KI;2024;15623,85;10.4103/NRR.NRR-D-23-01688;TRUE;;;;;;
KI;2024;32866,3;10.3389/fendo.2023.1142310;FALSE;;;;;;
KI;2024;21481,88;10.5271/sjweh.4151;FALSE;;;;;;
KI;2024;21481,88;10.5271/sjweh.4154 ;FALSE;;;;;;
KI;2024;28339,59;10.3389/fimmu.2023.1296501;FALSE;;;;;;
KI;2024;25856;10.4049/jimmunol.2300639;TRUE;;;;;;
KI;2024;21377,76;10.2196/53054;FALSE;;;;;;
KI;2024;41581,91;10.18103/mra.v12i3.5267;FALSE;;;;;;
KI;2024;7837,5;10.1167/iovs.64.14.34;FALSE;;;;;;
KI;2024;15629,19;10.1167/iovs.65.4.26;FALSE;;;;;;
KI;2024;33635,03;10.3389/fimmu.2023.1332733;FALSE;;;;;;
KI;2024;30454,77;10.3389/fpubh.2023.1257365;FALSE;;;;;;
KI;2024;22598,8;10.2196/52679;FALSE;;;;;;
KI;2024;46817,55;10.1152/physrev.00024.2023;TRUE;;;;;;
KI;2024;49460,64;10.1172/jci.insight.173337;FALSE;;;;;;
KI;2024;46857,49;10.1172/jci.insight.169213;FALSE;;;;;;
KI;2024;52698,48;10.1172/jci.insight.175401;FALSE;;;;;;
KI;2024;5893;10.38207/JCMPHR/2023/DEC041205156;FALSE;;;;;;
KI;2024;14476,25;10.1515/jci-2023-0070;FALSE;;;;;;
KI;2024;26891,96;10.1097/GOX.0000000000005951;FALSE;;;;;;
KI;2024;31420,95;10.1055/a-2339-7152;FALSE;;;;;;
KI;2024;30511,85;10.1158/1078-0432.CCR-23-3449;TRUE;;;;;;
KI;2024;50138,99;10.1097/QAD.0000000000003619;TRUE;;;;;;
KI;2024;22840,4;10.1128/spectrum.05001-22;FALSE;;;;;;
KI;2024;7203,13;10.1515/jci-2023-0019;FALSE;;;;;;
KI;2024;32735,61;10.1037/emo0001392;TRUE;;;;;;
