institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
ki,2021,1605.56,10.1097/PR9.0000000000000914,FALSE,,,,,,
ki,2021,2475.47,10.1001/jamanetworkopen.2021.0837,FALSE,,,,,,
ki,2021,2455.60,10.1001/jamanetworkopen.2021.1129,FALSE,,,,,,
ki,2021,2458.36,10.1001/jamanetworkopen.2021.5245,FALSE,,,,,,
ki,2021,2532.19,10.1001/jamanetworkopen.2021.7269,FALSE,,,,,,
ki,2021,4208.39,10.1001/jamasurg.2021.1438,TRUE,,,,,,
ki,2021,1508.06,10.1002/stem.3168,TRUE,,,,,,
ki,2021,2587.63,10.1016/j.exer.2021.108518,TRUE,,,,,,
ki,2021,2978.43,10.1016/j.jacbts.2021.02.005,FALSE,,,,,,
ki,2021,2205.02,10.1016/j.mcpro.2021.100065,FALSE,,,,,,
ki,2021,3584.53,10.1038/s41380-021-01040-1,TRUE,,,,,,
ki,2021,1744.48,10.1073/pnas.1921123118,TRUE,,,,,,
ki,2021,4510.65,10.1073/pnas.2009192117,TRUE,,,,,,
ki,2021,5064.54,10.1073/pnas.2016580118,TRUE,,,,,,
ki,2021,4234.90,10.1073/pnas.2017089118,TRUE,,,,,,
ki,2021,3323.06,10.1073/pnas.2018587118,TRUE,,,,,,
ki,2021,1506.25,10.1080/02813432.2021.1882079,FALSE,,,,,,
ki,2021,2210.02,10.1080/21505594.2021.1871822,FALSE,,,,,,
ki,2021,3534.75,10.1093/gerona/glab061,TRUE,,,,,,
ki,2021,3194.80,10.1093/nar/gkab054,FALSE,,,,,,
ki,2021,2851.36,10.1097/EDE.0000000000001321,TRUE,,,,,,
ki,2021,3380.66,10.1097/j.pain.0000000000002169,FALSE,,,,,,
ki,2021,3210.28,10.1126/sciadv.abc2931,FALSE,,,,,,
ki,2021,3679.79,10.1126/sciadv.abf0717,FALSE,,,,,,
ki,2021,1459.12,10.1126/scitranslmed.abb0192,TRUE,,,,,,
ki,2021,3171.13,10.1128/mSystems.01302-20,FALSE,,,,,,
ki,2021,1463.44,10.5334/ijic.5505,FALSE,,,,,,
ki,2021,2097.43,10.1136/bmjopen-2020-044702,FALSE,,,,,,
ki,2021,2683.06,10.1136/rmdopen-2020-001379,FALSE,,,,,,
ki,2021,1536.72,10.1167/tvst.10.1.21,FALSE,,,,,,
ki,2021,1536.72,10.1167/tvst.10.1.22,FALSE,,,,,,
ki,2021,3825.09,10.1172/JCI144734,TRUE,,,,,,
ki,2021,3157.95,10.1183/13993003.03468-2020,TRUE,,,,,,
ki,2021, 753.44,10.1183/23120541.00917-2020,FALSE,,,,,,
ki,2021,3304.99,10.1186/s13195-021-00799-3,FALSE,,,,,,
ki,2021,2927.16,10.1200/JCO.20.02598,TRUE,,,,,,
ki,2021,2686.88,10.1212/NXG.0000000000000546,FALSE,,,,,,
ki,2021,2743.76,10.1212/NXG.0000000000000566,FALSE,,,,,,
ki,2021,2903.63,10.1212/NXI.0000000000000912,FALSE,,,,,,
ki,2021,2805.53,10.1212/WNL.0000000000011545,TRUE,,,,,,
ki,2021,3052.49,10.1242/dmm.046300,FALSE,,,,,,
ki,2021,1413.89,10.1371/journal.pone.0243427,FALSE,,,,,,
ki,2021,1388.22,10.1371/journal.pone.0243948,FALSE,,,,,,
ki,2021,1413.89,10.1371/journal.pone.0245246,FALSE,,,,,,
ki,2021,1399.54,10.1371/journal.pone.0245902,FALSE,,,,,,
ki,2021,1446.09,10.1371/journal.pone.0248809,FALSE,,,,,,
ki,2021,1276.91,10.1523/JNEUROSCI.1848-20.2021,TRUE,,,,,,
ki,2021,1297.71,10.1523/JNEUROSCI.2250-20.2021,TRUE,,,,,,
ki,2021, 769.23,10.16966/2378-7090.349,FALSE,,,,,,
ki,2021,2064.69,10.2147/COPD.S283372,FALSE,,,,,,
ki,2021,1572.12,10.2196/18385,FALSE,,,,,,
ki,2021,2070.19,10.2196/24466,FALSE,,,,,,
ki,2021,2432.01,10.2217/pgs-2020-0106,TRUE,,,,,,
ki,2021,1590.54,10.2340/00015555-3770,FALSE,,,,,,
ki,2021,2468.28,10.26508/lsa.202000723,FALSE,,,,,,
ki,2021,1827.37,10.3233/JAD-200976,TRUE,,,,,,
ki,2021,2440.85,10.3233/JAD-201344,TRUE,,,,,,
ki,2021,1616.30,10.3324/haematol.2019.234716,FALSE,,,,,,
ki,2021,1549.76,10.3389%2Ffneur.2021.652590,FALSE,,,,,,
ki,2021,1312.27,10.3390/antibiotics10040371,FALSE,,,,,,
ki,2021,1490.51,10.3390/antiox10020163,FALSE,,,,,,
ki,2021,1855.51,10.3390/app11031250,FALSE,,,,,,
ki,2021,1013.11,10.3390/cancers13020298,FALSE,,,,,,
ki,2021,2026.23,10.3390/cancers13020302,FALSE,,,,,,
ki,2021,2020.17,10.3390/cancers13051010,FALSE,,,,,,
