institution	period	euro	doi	is_hybrid	publisher
ki	2020	1938.4013879999998	10.3390/cells9040964	FALSE	
ki	2020	1333.491754	10.3390/metabo10050172	FALSE	
ki	2020	1698.534152	10.3390/ijms21103463	FALSE	
ki	2020	2190.5545479999996	10.3389/fmed.2020.00316	FALSE	
ki	2020	1736.7229459999996	10.3389/fphar.2020.00613	FALSE	
ki	2020	4456.349827999999	10.1016/j.celrep.2020.107699	FALSE	
ki	2020	2278.9197759999997	10.1186/s10020-020-00172-4	FALSE	
ki	2020	2675.7031559999996	10.3389/fendo.2020.00292	FALSE	
ki	2020	1079.584534	10.3389/fped.2020.00236	FALSE	
ki	2020	1844.3237399999998	10.3390/jcm9072041	FALSE	
ki	2020	1412.33253	10.1074/jbc.RA120.012636	TRUE	
ki	2020	2342.322948	10.1136/bmjopen-2020-038938	FALSE	
ki	2020	2658.0209179999997	10.3389/fimmu.2020.01365	FALSE	
ki	2020	1600.016012	10.3389/fpsyt.2020.00611	FALSE	
ki	2020	1718.8493559999997	10.3389/fncel.2020.00148	FALSE	
ki	2020	2764.60961	10.3389/fpsyt.2020.00434	FALSE	
ki	2020	2766.2351639999997	10.1016/j.media.2020.101714	TRUE	
ki	2020	2158.686936	10.1016/j.mcn.2020.103498	TRUE	
ki	2020	1940.7782799999998	10.3390/cells9051085	FALSE	
ki	2020	2726.119718	10.3389/fendo.2020.00374	FALSE	
ki	2020	1706.338312	10.1016/j.arrct.2020.100064	FALSE	
ki	2020	2673.311256	10.1136/bjophthalmol-2020-316498	TRUE	
ki	2020	1745.2531179999999	10.3390/ijms21072569	FALSE	
ki	2020	2864.824592	10.1136/oemed-2019-106353	TRUE	
ki	2020	2773.936144	10.1097/JOM.0000000000001845	TRUE	
ki	2020	1560.6134459999998	10.1136/bmjopen-2019-032573	FALSE	
ki	2020	2663.299982	10.1016/j.euroneuro.2020.03.024	TRUE	
ki	2020	357.63782599999996	10.12688/f1000research.24230.2	FALSE	
ki	2020	1469.1068559999999	10.1016/j.ijotn.2020.100779	TRUE	
ki	2020	898.4285939999999	10.3389/fpsyt.2020.00222	FALSE	
ki	2020	1981.935844	10.1186/s12872-020-01453-w	FALSE	
ki	2020	633.573976	10.1177/1479164120928303	FALSE	
ki	2020	1330.8419039999999	10.1634/theoncologist.2019-0262	FALSE	
ki	2020	1909.0504299999998	10.1097/MD.0000000000019919	FALSE	
ki	2020	1602.363826	10.1136/bmjopen-2019-031290	FALSE	
ki	2020	1865.6744959999996	10.3390/cells9061333	FALSE	
ki	2020	1649.2385	10.2340/16501977-2682	FALSE	 Foundation for Rehabilitation Information
ki	2020	786.46141	10.1136/bmjopen-2019-033612	FALSE	
ki	2020	4200.48594	10.1126/sciadv.abb3446	FALSE	
ki	2020	941.5550199999999	10.1001/jamanetworkopen.2020.16818	FALSE	
ki	2020	2679.792836	10.1136/oemed-2020-106413	TRUE	
ki	2020	2448.043052	10.1136/jitc-2019-000204	FALSE	
ki	2020	4710.2608	10.1001/jamapsychiatry.2020.1260	TRUE	
ki	2020	1521.4725819999999	10.1136/bmjopen-2019-036285	FALSE	
ki	2020	1724.18001	10.1136/bmjgh-2020-002493	FALSE	
ki	2020	3410.73684	10.1136/bmjgh-2020-002425	FALSE	
ki	2020	1659.6971999999998	10.1136/bmjgh-2020-002504	FALSE	
ki	2020	1847.6724	10.1177/1557988320926743	FALSE	
ki	2020	4574.258304	10.1136/bmjgh-2019-002272	FALSE	
ki	2020	3319.3943999999997	10.1136/bmjgh-2020-002334	FALSE	
ki	2020	1538.8837379999998	10.1136/bmjopen-2019-036182	FALSE	
ki	2020	1714.1349679999998	10.3390/cancers12051143	FALSE	
ki	2020	2706.1965979999995	10.3389/fimmu.2020.01154	FALSE	
ki	2020	1887.7165579999998	10.3390/toxins12060351	FALSE	
ki	2020	1463.1214779999998	10.3390/toxins12040227	FALSE	
ki	2020	2219.9964919999998	10.1016/j.transproceed.2020.02.157	TRUE	
ki	2020	3244.54669	10.1097/TP.0000000000003284	TRUE	
ki	2020	1673.453908	10.3389/fimmu.2020.01341	FALSE	
ki	2020	1791.4505559999998	10.1155/2020/7375947	FALSE	
ki	2020	2214.64614	10.1016/j.stemcr.2020.02.006	FALSE	
ki	2020	1003.60372	10.1055/s-0040-1710032	FALSE	
