institution	period	euro	doi	is_hybrid	publisher
ki	2021	1263.46	10.1158/0008-5472.CAN-21-0482 	TRUE	
ki	2021	3871.52	10.1161/hypertensionaha.121.17454	TRUE	
ki	2021	3621.83	10.1212/WNL.0000000000012604	TRUE	
ki	2021	3384.10	10.1371/journal.pmed.1003790	FALSE	
ki	2021	2826.06	10.1136/jnnp-2021-327005	FALSE	
ki	2021	3129.83	10.1212/WNL.0000000000012728	TRUE	
ki	2021	2860.31	10.1212/WNL.0000000000012366	TRUE	
ki	2021	2541.37	10.1371/journal.pmed.1003820	FALSE	
ki	2021	2211.19	10.1136/bmjopen-2021-049141	FALSE	
ki	2021	1269.04	10.1158/1055-9965.EPI-21-0580	TRUE	
ki	2021	2087.77	10.1183/13993003.00142-2021	TRUE	
ki	2021	1697.52	10.2106/JBJS.OA.21.00081	FALSE	
ki	2021	1035.71	10.1073/pnas.2101290118	TRUE	
ki	2021	 447.19	10.1183/23120541.00457-2021	FALSE	
ki	2021	2092.08	10.4269/ajtmh.21-0040	TRUE	
ki	2021	2327.32	10.2147/IJN.S314643	FALSE	
ki	2021	2124.75	10.7554/eLife.65758	FALSE	
ki	2021	2190.55	10.1016/j.csbj.2021.09.020	FALSE	
ki	2021	 402.31	10.3324/haematol.2021.278828	FALSE	
ki	2021	2526.97	10.3389/fnins.2021.768418	FALSE	
ki	2021	2526.74	10.3389/fneur.2021.696218	FALSE	
ki	2021	2526.74	10.3389/fimmu.2021.694853	FALSE	
ki	2021	2519.18	10.3389/fphar.2021.712084	FALSE	
ki	2021	2514.12	10.3389/fnagi.2021.694254	FALSE	
ki	2021	2510.39	10.3389/fpsyg.2021.708037	FALSE	
ki	2021	2508.48	10.3389/fneur.2021.763573	FALSE	
ki	2021	2507.35	10.3389/fnagi.2021.737736	FALSE	
ki	2021	2503.47	10.3389/fnagi.2021.714186	FALSE	
ki	2021	2498.61	10.3389/fimmu.2021.720025	FALSE	
ki	2021	2488.65	10.3389/fonc.2021.682470	FALSE	
ki	2021	2487.73	10.3389/fpsyt.2021.740867	FALSE	
ki	2021	2484.80	10.3389/fimmu.2021.707217	FALSE	
ki	2021	2480.17	10.3389/fonc.2021.748657	FALSE	
ki	2021	2480.17	10.3389/fneur.2021.706610	FALSE	
ki	2021	2480.17	10.3389/fonc.2021.713685	FALSE	
ki	2021	2474.15	10.3389/fendo.2021.721813	FALSE	
ki	2021	2467.93	10.3389/fonc.2021.700568	FALSE	
ki	2021	2462.84	10.3389/fpsyg.2021.685260	FALSE	
ki	2021	2407.16	10.3389/fnhum.2021.698367	FALSE	
ki	2021	2362.01	10.3389/fcell.2020.00463	FALSE	
ki	2021	2256.48	10.3389/fpsyt.2021.670246	FALSE	
ki	2021	1609.27	10.3389/fdgth.2021.688218	FALSE	
ki	2021	1572.31	10.3389/fendo.2021.732726	FALSE	
ki	2021	1553.18	10.3389/fpsyt.2021.713251	FALSE	
ki	2021	1533.70	10.3389/fnagi.2021.704583	FALSE	
ki	2021	1512.90	10.3389/fimmu.2021.686768	FALSE	
ki	2021	 765.88	10.1155/2021/1578543	FALSE	
ki	2021	3311.16	10.18632/aging.203467	FALSE	
ki	2021	3243.18	10.18632/aging.203407	FALSE	
ki	2021	3221.80	10.18632/aging.203262	FALSE	
ki	2021	3221.80	10.18632/aging.203280	FALSE	
ki	2021	2582.05	10.1080/19490976.2021.1983101	FALSE	
ki	2021	1499.13	10.1080/02813432.2021.1922834	FALSE	
ki	2021	1685.77	10.1128/Spectrum.01440-21	TRUE	
ki	2021	1176.94	10.1128/Spectrum.00549-21	TRUE	
ki	2021	 891.07	10.1128/MRA.00559-21	FALSE	
ki	2021	2444.16	10.26508/lsa.202000980	FALSE	
